Reaction,Substrate,Substrate_MolWt,Substrate_MolLogP,Substrate_TPSA,Catalyst,Base,Solvent,Solvent_MolWt,Solvent_MolLogP,Solvent_TPSA,Yield
1078,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,20.0754
1079,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,21.0979
1080,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,18.6154
1081,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,P2Et,DMSO,78.136,-0.0053,17.07,2.9667
1082,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,5.4901
1083,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,P2Et,t-AmOH,88.15,1.1673,20.23,7.9086
1084,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,P2Et,DMA,87.122,0.0945,20.31,5.9666
1085,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,P2Et,Toluene,92.141,1.995,0.0,6.989
1086,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,P2Et,2-Me-THF,86.134,1.1853,9.23,4.5065
1087,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,LiOTMS,DMSO,78.136,-0.0053,17.07,0.0
1088,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,0.5122
1089,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,LiOTMS,t-AmOH,88.15,1.1673,20.23,2.9308
1090,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,LiOTMS,DMA,87.122,0.0945,20.31,0.9887
1091,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,LiOTMS,Toluene,92.141,1.995,0.0,2.0112
1092,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,LiOTMS,2-Me-THF,86.134,1.1853,9.23,0.0
1093,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,NaOtBu,DMSO,78.136,-0.0053,17.07,3.5764
1094,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,6.0998
1095,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,NaOtBu,t-AmOH,88.15,1.1673,20.23,8.5183
1096,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,NaOtBu,DMA,87.122,0.0945,20.31,6.5763
1097,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,NaOtBu,Toluene,92.141,1.995,0.0,7.5987
1098,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,NaOtBu,2-Me-THF,86.134,1.1853,9.23,5.1163
1099,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,Cs2CO3,DMSO,78.136,-0.0053,17.07,3.7034
1100,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,6.2267
1101,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,Cs2CO3,t-AmOH,88.15,1.1673,20.23,8.6453
1102,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,Cs2CO3,DMA,87.122,0.0945,20.31,6.7032
1103,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,Cs2CO3,Toluene,92.141,1.995,0.0,7.7257
1104,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,5.2432
1105,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,BTMG,DMSO,78.136,-0.0053,17.07,0.0
1106,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,1.7449
1107,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,BTMG,t-AmOH,88.15,1.1673,20.23,4.1634
1108,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,BTMG,DMA,87.122,0.0945,20.31,2.2214
1109,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,BTMG,Toluene,92.141,1.995,0.0,3.2438
1110,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,BTMG,2-Me-THF,86.134,1.1853,9.23,0.7614
1111,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,K3PO4,DMSO,78.136,-0.0053,17.07,0.0
1112,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,2.0118
1113,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,K3PO4,t-AmOH,88.15,1.1673,20.23,4.4303
1114,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,K3PO4,DMA,87.122,0.0945,20.31,2.4883
1115,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,K3PO4,Toluene,92.141,1.995,0.0,3.5107
1116,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g3-triflate,K3PO4,2-Me-THF,86.134,1.1853,9.23,1.0283
1117,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,P2Et,DMSO,78.136,-0.0053,17.07,15.0978
1118,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,17.6211
1119,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,P2Et,t-AmOH,88.15,1.1673,20.23,20.0396
1120,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,P2Et,DMA,87.122,0.0945,20.31,18.0976
1121,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,P2Et,Toluene,92.141,1.995,0.0,19.12
1122,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,P2Et,2-Me-THF,86.134,1.1853,9.23,16.6376
1123,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,LiOTMS,DMSO,78.136,-0.0053,17.07,10.1199
1124,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,12.6433
1125,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,LiOTMS,t-AmOH,88.15,1.1673,20.23,15.0618
1126,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,LiOTMS,DMA,87.122,0.0945,20.31,13.1198
1127,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,LiOTMS,Toluene,92.141,1.995,0.0,14.1422
1128,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,LiOTMS,2-Me-THF,86.134,1.1853,9.23,11.6598
1129,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,NaOtBu,DMSO,78.136,-0.0053,17.07,15.7075
1130,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,18.2308
1131,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,NaOtBu,t-AmOH,88.15,1.1673,20.23,20.6494
1132,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,NaOtBu,DMA,87.122,0.0945,20.31,18.7073
1133,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,NaOtBu,Toluene,92.141,1.995,0.0,19.7297
1134,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,NaOtBu,2-Me-THF,86.134,1.1853,9.23,17.2473
1135,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,Cs2CO3,DMSO,78.136,-0.0053,17.07,15.8344
1136,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,18.3578
1137,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,Cs2CO3,t-AmOH,88.15,1.1673,20.23,20.7763
1138,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,Cs2CO3,DMA,87.122,0.0945,20.31,18.8343
1139,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,Cs2CO3,Toluene,92.141,1.995,0.0,19.8567
1140,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,17.3743
1141,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,BTMG,DMSO,78.136,-0.0053,17.07,11.3526
1142,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,13.8759
1143,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,BTMG,t-AmOH,88.15,1.1673,20.23,16.2945
1144,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,BTMG,DMA,87.122,0.0945,20.31,14.3524
1145,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,BTMG,Toluene,92.141,1.995,0.0,15.3748
1146,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,BTMG,2-Me-THF,86.134,1.1853,9.23,12.8924
1147,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,K3PO4,DMSO,78.136,-0.0053,17.07,11.6195
1148,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,14.1428
1149,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,K3PO4,t-AmOH,88.15,1.1673,20.23,16.5614
1150,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,K3PO4,DMA,87.122,0.0945,20.31,14.6193
1151,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,K3PO4,Toluene,92.141,1.995,0.0,15.6417
1152,Cc1cccc(Cl)n1,127.574,2.0434,12.89,adbrettphos-pd-g3-triflate,K3PO4,2-Me-THF,86.134,1.1853,9.23,13.1593
1153,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,9.8676
1154,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,12.3909
1155,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,14.8095
1156,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,12.8674
1157,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,13.8899
1158,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,11.4074
1159,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,4.8898
1160,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,7.4131
1161,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,9.8317
1162,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,7.8896
1163,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,8.912
1164,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,6.4296
1165,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,10.4773
1166,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,13.0007
1167,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,15.4192
1168,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,13.4772
1169,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,14.4996
1170,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,12.0171
1171,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,10.6043
1172,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,13.1276
1173,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,15.5462
1174,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,13.6041
1175,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,14.6266
1176,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,12.1441
1177,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,6.1224
1178,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,8.6458
1179,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,11.0643
1180,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,9.1223
1181,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,10.1447
1182,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,7.6623
1183,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,6.3893
1184,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,8.9127
1185,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,11.3312
1186,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,9.3892
1187,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,10.4116
1188,COc1ccc(Cl)cc1,142.585,2.3486,9.23,cphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,7.9292
1189,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,83.6364
1190,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,79.0909
1191,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,42.6136
1192,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,20.216
1193,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,21.2385
1194,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,18.756
1195,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,12.2384
1196,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,14.7617
1197,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,17.1803
1198,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,15.2382
1199,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,16.2607
1200,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,13.7782
1201,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,17.8259
1202,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,70.0
1203,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,22.7678
1204,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,20.8258
1205,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,21.8482
1206,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,19.3658
1207,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,17.9529
1208,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,20.4762
1209,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,22.8948
1210,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,45.4545
1211,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,21.9752
1212,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,19.4927
1213,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,13.471
1214,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,15.9944
1215,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,18.4129
1216,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,16.4709
1217,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,17.4933
1218,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,15.0109
1219,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,13.7379
1220,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,16.2613
1221,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,18.6798
1222,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,16.7378
1223,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,17.7602
1224,COc1ccc(Cl)cc1,142.585,2.3486,9.23,ruphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,15.2778
1225,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,39.9242
1226,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,21.2378
1227,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,23.6563
1228,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,P2Et,DMA,87.122,0.0945,20.31,81.8182
1229,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,P2Et,Toluene,92.141,1.995,0.0,22.7367
1230,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,20.2543
1231,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,13.7366
1232,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,16.2599
1233,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,18.6785
1234,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,16.7364
1235,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,17.7589
1236,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,15.2764
1237,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,19.3242
1238,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,21.8475
1239,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,24.266
1240,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,22.324
1241,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,23.3464
1242,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,20.864
1243,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,19.4511
1244,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,21.9745
1245,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,24.393
1246,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,22.4509
1247,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,23.4734
1248,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,20.9909
1249,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,14.9693
1250,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,17.4926
1251,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,19.9111
1252,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,BTMG,DMA,87.122,0.0945,20.31,17.9691
1253,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,BTMG,Toluene,92.141,1.995,0.0,18.9915
1254,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,16.5091
1255,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,15.2362
1256,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,17.7595
1257,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,20.178
1258,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,18.236
1259,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,19.2584
1260,COc1ccc(Cl)cc1,142.585,2.3486,9.23,p(tbu)3-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,16.776
1261,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,P2Et,DMSO,78.136,-0.0053,17.07,12.8477
1262,COc1ccc(Cl)cc1,142.585,2.3486,9.23,empty,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,15.371
