Reaction,Substrate,Catalyst,Base,Solvent,Yield
1582,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,K3PO4,DMA,3.649327914
1583,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,K3PO4,Toluene,4.774009739
1584,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,K3PO4,2-Me-THF,2.043323909
1585,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,P2Et,DMSO,11.95
1586,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,P2Et,"1,4-Dioxane",17.45
1587,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,P2Et,t-AmOH,33.1
1588,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,P2Et,DMA,17.95
1589,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,P2Et,Toluene,13.9712298
1590,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,P2Et,2-Me-THF,11.24054397
1591,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,LiOTMS,DMSO,4.071134655
1592,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,LiOTMS,"1,4-Dioxane",6.846791166
1593,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,LiOTMS,t-AmOH,9.507190919
1594,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,LiOTMS,DMA,7.370935685
1595,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,LiOTMS,Toluene,8.49561751
1596,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,LiOTMS,2-Me-THF,5.76493168
1597,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,DMSO,7.15
1598,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,"1,4-Dioxane",1.65
1599,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,t-AmOH,8.8
1600,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,DMA,4.55
1601,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,Toluene,14.64191248
1602,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,NaOtBu,2-Me-THF,11.91122665
1603,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,DMSO,14.7
1604,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",19.35
1605,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,t-AmOH,21.15
1606,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,DMA,14.2
1607,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,Toluene,14.78157278
1608,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,Cs2CO3,2-Me-THF,12.05088694
1609,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,BTMG,DMSO,4.7
1610,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,BTMG,"1,4-Dioxane",3.45
1611,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,BTMG,t-AmOH,9.45
1612,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,BTMG,DMA,3.65
1613,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,BTMG,Toluene,9.851528254
1614,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,BTMG,2-Me-THF,7.120842423
1615,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,K3PO4,DMSO,5.720631273
1616,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,K3PO4,"1,4-Dioxane",8.496287784
1617,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,K3PO4,t-AmOH,11.15668754
1618,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,K3PO4,DMA,9.020432304
1619,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,K3PO4,Toluene,10.14511413
1620,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g4,K3PO4,2-Me-THF,7.414428299
1621,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,P2Et,DMSO,3.6
1622,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,P2Et,"1,4-Dioxane",4.25
1623,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,P2Et,t-AmOH,7.65
1624,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,P2Et,DMA,2.65
1625,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,P2Et,Toluene,12.22131363
1626,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,P2Et,2-Me-THF,9.490627804
1627,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiOTMS,DMSO,2.321218484
1628,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiOTMS,"1,4-Dioxane",5.096874996
1629,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiOTMS,t-AmOH,7.757274748
1630,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiOTMS,DMA,5.621019515
1631,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiOTMS,Toluene,6.74570134
1632,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,LiOTMS,2-Me-THF,4.01501551
1633,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,DMSO,5.65
1634,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",4.75
1635,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,t-AmOH,8.35
1636,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,DMA,5.95
1637,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,Toluene,12.89199631
1638,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,NaOtBu,2-Me-THF,10.16131048
1639,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,DMSO,4.15
1640,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",5.35
1641,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,t-AmOH,8.85
1642,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,DMA,6.75
1643,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,Toluene,13.0316566
1644,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,Cs2CO3,2-Me-THF,10.30097077
1645,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,BTMG,DMSO,2.55
1646,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,BTMG,"1,4-Dioxane",2.95
1647,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,BTMG,t-AmOH,5.05
1648,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,BTMG,DMA,2.05
1649,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,BTMG,Toluene,8.101612084
1650,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,BTMG,2-Me-THF,5.370926253
1651,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,K3PO4,DMSO,3.970715103
1652,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,K3PO4,"1,4-Dioxane",6.746371614
1653,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,K3PO4,t-AmOH,9.406771367
1654,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,K3PO4,DMA,7.270516133
1655,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,K3PO4,Toluene,8.395197959
1656,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,brettphos-pd-g4,K3PO4,2-Me-THF,5.664512128
1657,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,P2Et,DMSO,0
1658,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,P2Et,"1,4-Dioxane",0
1659,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,P2Et,t-AmOH,0
1660,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,P2Et,DMA,0
1661,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,P2Et,Toluene,0
1662,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,P2Et,2-Me-THF,0
1663,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,LiOTMS,DMSO,0
1664,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",0
1665,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,LiOTMS,t-AmOH,0
1666,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,LiOTMS,DMA,0
1667,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,LiOTMS,Toluene,0
1668,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,LiOTMS,2-Me-THF,0
1669,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,NaOtBu,DMSO,0
1670,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",0
1671,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,NaOtBu,t-AmOH,0
1672,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,NaOtBu,DMA,0
1673,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,NaOtBu,Toluene,0
1674,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,NaOtBu,2-Me-THF,0
1675,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,Cs2CO3,DMSO,0
1676,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",0
1677,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,Cs2CO3,t-AmOH,0
1678,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,Cs2CO3,DMA,0
1679,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,Cs2CO3,Toluene,0
1680,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,Cs2CO3,2-Me-THF,0
1681,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,BTMG,DMSO,0
1682,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,BTMG,"1,4-Dioxane",0
1683,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,BTMG,t-AmOH,0
1684,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,BTMG,DMA,0
1685,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,BTMG,Toluene,0
1686,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,BTMG,2-Me-THF,0
1687,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,K3PO4,DMSO,0
1688,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",0
1689,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,K3PO4,t-AmOH,0
1690,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,K3PO4,DMA,0
1691,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,K3PO4,Toluene,0
1692,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,xphos-pd-g3-triflate,K3PO4,2-Me-THF,0
1693,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,P2Et,DMSO,1.795100541
1694,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,P2Et,"1,4-Dioxane",4.570757053
1695,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,P2Et,t-AmOH,7.231156805
1696,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,P2Et,DMA,5.094901572
1697,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,P2Et,Toluene,6.219583397
1698,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,P2Et,2-Me-THF,3.488897567
1699,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,LiOTMS,DMSO,0
1700,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",0
1701,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,LiOTMS,t-AmOH,1.755544511
1702,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,LiOTMS,DMA,0
1703,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,LiOTMS,Toluene,0.743971103
1704,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,LiOTMS,2-Me-THF,0
1705,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,NaOtBu,DMSO,2.465783219
1706,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",5.241439731
1707,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,NaOtBu,t-AmOH,7.901839483
1708,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,NaOtBu,DMA,5.76558425
1709,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,NaOtBu,Toluene,6.890266075
1710,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,NaOtBu,2-Me-THF,4.159580245
1711,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,Cs2CO3,DMSO,2.605443512
1712,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",5.381100023
1713,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,Cs2CO3,t-AmOH,8.041499776
1714,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,Cs2CO3,DMA,5.905244542
1715,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,Cs2CO3,Toluene,7.029926368
1716,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,Cs2CO3,2-Me-THF,4.299240537
1717,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,BTMG,DMSO,0
1718,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,BTMG,"1,4-Dioxane",0.451055502
1719,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,BTMG,t-AmOH,3.111455254
1720,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,BTMG,DMA,0.975200021
1721,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,BTMG,Toluene,2.099881846
1722,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,BTMG,2-Me-THF,0
1723,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,K3PO4,DMSO,0
1724,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",0.744641377
1725,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,K3PO4,t-AmOH,3.405041129
1726,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,K3PO4,DMA,1.268785896
1727,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,K3PO4,Toluene,2.393467721
1728,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,adbrettphos-pd-g3-triflate,K3PO4,2-Me-THF,0
